date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:15:34	318/318	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:08:35%20GMT	http://people.uleth.ca/~daniel.odonnell/images/ruthwellStone.jpg	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/images/ruthwellStone.jpg	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:34	28415/28415	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/author/Daniel+Paul+O%27Donnell/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/author/Daniel+Paul+O'Donnell/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:35	21506/21506	---M--	200	added ('OK')	image/jpeg	etag:%225402-4c0ba805ef740%22	https://people.uleth.ca/~daniel.odonnell/images/ruthwellStone.jpg	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/images/ruthwellStone.jpg	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:35	323/323	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:08:37%20GMT	http://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/About/changes-to-my-web-space.b.delayed	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:37	22678/22678	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/About/changes-to-my-web-space.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:37	308/308	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:08:39%20GMT	http://people.uleth.ca/~daniel.odonnell/images/147.png	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/images/147.png	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:37	837/837	---M--	200	added ('OK')	image/png	etag:%22345-5087d34a954c0%22	https://people.uleth.ca/~daniel.odonnell/images/147.png	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/images/147.png	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/2/28/Google_Scholar_logo.png	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/upload.wikimedia.org/wikipedia/commons/2/28/Google_Scholar_logo.f.delayed	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:38	303/303	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:08:40%20GMT	http://people.uleth.ca/~daniel.odonnell/Teaching/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/Teaching/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:38	14210/14210	---M--	200	added ('OK')	image/png	etag:ed80d30439ed1f0ce7a074803f23fd94	https://upload.wikimedia.org/wikipedia/commons/2/28/Google_Scholar_logo.png	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/upload.wikimedia.org/wikipedia/commons/2/28/Google_Scholar_logo.png	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:38	19537/19537	---M--	200	added ('OK')	image/png	etag:%224c51-421c04f9d7800%22	https://people.uleth.ca/~daniel.odonnell/images/12.png	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/images/12.png	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:39	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2009%20Dec%202024%2006:15:38%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/translate.google.com/translate_a/element.12a0d8.delayed	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:39	337/337	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:08:42%20GMT	http://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/Academic-Policies/current-academic-policies.14.delayed	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:39	85324/85324	---MC-	200	added ('OK')	text/javascript	date:Mon,%2009%20Dec%202024%2006:15:39%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/translate.google.com/translate_a/elementa0d8.js	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:40	22354/22354	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/Academic-Policies/current-academic-policies.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:40	43796/43796	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/teaching/english-1900d-introduction-to-english-language-and-literature-fall-2024	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/teaching/english-1900d-introduction-to-english-language-and-literature-fall-2024.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:41	84264/84264	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/blog/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/blog/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:41	29374/29374	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/blog/witness-statement-to-the-standing-committee-on-science-and-research-srsr-november-28-2024	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/blog/witness-statement-to-the-standing-committee-on-science-and-research-srsr-november-28-2024.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:41	18727/18727	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/contact/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/contact/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:41	28449/28449	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/research/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/research/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:41	46072/46072	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/teaching/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/teaching/index-2.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:41	42159/42159	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/blog/party-like-it-s-1999-appel-kennyism-dundurn-press-2024-and-ganz-when-the-clock-broke-fsg-2024	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/blog/party-like-it-s-1999-appel-kennyism-dundurn-press-2024-and-ganz-when-the-clock-broke-fsg-2024.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:42	25275/25275	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/tutorials/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tutorials/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:42	27002/27002	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/blog/blow-by-blow-island-victory-sla-marshall-1944-2002	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/blog/blow-by-blow-island-victory-sla-marshall-1944-2002.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:42	26414/26414	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/blog/what-a-fuss-about-an-omlette-why-lies-are-protected-speech-in-the-us	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/blog/what-a-fuss-about-an-omlette-why-lies-are-protected-speech-in-the-us.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:42	315/315	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:08:44%20GMT	http://people.uleth.ca/~daniel.odonnell/textpattern/index.php	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/textpattern/index.1b.delayed	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:43	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/anglo-saxon+studies/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/anglo-saxon+studies/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:43	5612/5612	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2004:08:45%20GMT	https://people.uleth.ca/~daniel.odonnell/textpattern/index.php	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/textpattern/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:49	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Dec%202024%2006:15:43%20GMT	http://i.creativecommons.org/l/by-nc-sa/3.0/88x31.png	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/i.creativecommons.org/l/by-nc-sa/3.0/88x31.1d.delayed	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:49	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/caedmon/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/caedmon/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:49	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/composition/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/composition/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:49	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/citation+practice/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/citation+practice/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:50	1628/1628	---M--	200	added ('OK')	image/png	etag:%225eab4a31-1554%22	https://licensebuttons.net/l/by-nc-sa/3.0/88x31.png	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/licensebuttons.net/l/by-nc-sa/3.0/88x31.png	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:52	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/digital+humanities/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/digital+humanities/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:52	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/digital+pedagogy/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/digital+pedagogy/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:52	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/computers/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/computers/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:52	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/grammar/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/grammar/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:54	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/history/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/history/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:54	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/moodle/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/moodle/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:54	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/old+english/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/old+english/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:55	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/pedagogy/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/pedagogy/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:56	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/research/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/research/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:56	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/study+tips/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/study+tips/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:56	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/students/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/students/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:57	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/teaching/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/teaching/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:58	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/tips/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/tips/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:15:58	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/tutorials/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/tutorials/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:16:00	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/unessay/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/unessay/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:16:00	0/-1	---M--	301	error ('')			http://hypothes.is/embed.js	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/hypothes.is/embed.1f.delayed	(from https://people.uleth.ca/~daniel.odonnell/author/Daniel+Paul+O%27Donnell/)
23:16:00	0/-1	---M--	302	error ('')			https://hypothes.is/embed.js	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/hypothes.is/embed.20.delayed	(from https://people.uleth.ca/~daniel.odonnell/author/Daniel+Paul+O%27Donnell/)
23:16:00	298/298	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:09:01%20GMT	http://people.uleth.ca/~daniel.odonnell/tag/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:16:00	0/-1	---M--	301	error ('')			http://hypothes.is/embed.js	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/hypothes.is/embed.21.delayed	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:00	0/-1	---M--	302	error ('')			https://hypothes.is/embed.js	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/hypothes.is/embed.22.delayed	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:00	191932/191932	---MC-	404	error ('Not%20Found')	text/html	etag:%221jkpfvo%22	https://people.uleth.ca/~daniel.odonnell/tag/universities/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/tag/universities/index.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:16:00	307/307	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:09:02%20GMT	http://people.uleth.ca/~daniel.odonnell/2004-2006.htm	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/2004-2006.htm	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:00	132613/132613	---M-Z	200	added ('OK')	application/rss+xml	etag:%221jkpggd-gzip%22	https://people.uleth.ca/~daniel.odonnell/rss/?section=Blog	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/rss/index26e2.html	(from https://people.uleth.ca/~daniel.odonnell/)
23:16:00	11869/11869	---M-Z	200	added ('OK')	text/html	etag:%222e5d-41cf61f081ac0-gzip%22	https://people.uleth.ca/~daniel.odonnell/2004-2006.htm	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/2004-2006.html	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:02	301/301	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:09:02%20GMT	http://people.uleth.ca/~daniel.odonnell/IE4.htm	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/IE4.htm	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:02	27050/27050	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/about/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/about/index.html	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:02	650/650	---M-Z	200	added ('OK')	text/html	etag:%2228a-3b65bedfa1240-gzip%22	https://people.uleth.ca/~daniel.odonnell/IE4.htm	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/IE4.html	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:03	22678/22678	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/about/changes-to-my-web-space	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/about/changes-to-my-web-space-2.html	(from https://people.uleth.ca/~daniel.odonnell/About/changes-to-my-web-space)
23:16:03	287/287	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:09:05%20GMT	http://people.uleth.ca/robots.txt		(from https://people.uleth.ca/~daniel.odonnell/)
23:16:03	0/-1	---M--	301	error ('')			http://hypothes.is/embed.js	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/hypothes.is/embed.28.delayed	(from https://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies)
23:16:03	0/-1	---M--	302	error ('')			https://hypothes.is/embed.js	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/hypothes.is/embed.29.delayed	(from https://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies)
23:16:03	394/394	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:09:05%20GMT	http://people.uleth.ca/~daniel.odonnell/Academic-Policies/what-do-i-do-if-you-make-a-mistake-or-if-i-dont-agree-with-the-grade-you-assign-me	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/Academic-Policies/what-do-i-do-if-you-make-a-mistake-or-if-i-dont-agree-with-the-grade-you-assign-me	(from https://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies)
23:16:03	22442/22442	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/Academic-Policies/what-do-i-do-if-you-make-a-mistake-or-if-i-dont-agree-with-the-grade-you-assign-me	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/Academic-Policies/what-do-i-do-if-you-make-a-mistake-or-if-i-dont-agree-with-the-grade-you-assign-me.html	(from https://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies)
23:16:03	352/352	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2004:09:06%20GMT	http://people.uleth.ca/~daniel.odonnell/Academic-Policies/asking-me-for-a-letter-of-recommendation	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/Academic-Policies/asking-me-for-a-letter-of-recommendation	(from https://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies)
23:16:03	22106/22106	---M-Z	200	added ('OK')	text/html	etag:%221jkpfvo-gzip%22	https://people.uleth.ca/~daniel.odonnell/academic-policies/	C:/Users/Jocelyn/OneDrive/Desktop/Dan_site_backup_3/people.uleth.ca/_daniel.odonnell/academic-policies/index.html	(from https://people.uleth.ca/~daniel.odonnell/Academic-Policies/current-academic-policies)
